Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc
211,0,0.74,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",allegations land grab sinar mas,False,1,1,0,0,0,0,0,0.74,0.02,0.07,0.03,0.12,0.03
131,0,0.84,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",cleared planted land customary land new cess grand bassa county liberia seeking expand plantation free prior informed consent communities objecting carrying survey existing concession area,False,1,1,0,0,0,0,0,0.84,0.01,0.09,0.02,0.02,0.02
161,0,0.5,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",synopsis sime darby received complaint operating violation principles criteria violation rspo’s new plantings procedure including acquiring lands respecting customary rights free prior informed consent customary land owners represented representative organisations choice p c 2 2 2 3 7 5 7 6 peoples’ land taken 7 5 7 6 clearing lands prior completion new plantings procedure npp,False,2,1,0,1,0,0,0,0.5,0.02,0.34,0.04,0.03,0.07
118,0,0.81,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",1 land acquired planted agropama obtained fraudulent means 2 last july iterpa local autarchy jurisdiction state par officially informed almost landoccupiedby agropalma fact owed sate par land title registered name information directed court acar small city state par complainants agropalma dispute land rights iterpa informed agropalma settled complainants land state federal land 3 agropalma legally owna single hectare claim certification granted,False,1,1,0,0,0,0,0,0.81,0.02,0.08,0.03,0.05,0.02
117,0,0.47,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",small holders affairs small holders affairs department nbpol acts mediator watchdog us small holder growers nbpol acknowledge department working personals within department assisted us throughout years one disgusting thing major dispute small holder department dont hear grievances small holder growers act mediator bring issue right management discuss issue round table come compromise beneficiary us industry instead department acts police suspend blocks allegation dispute even disputes grievances applied grievance forms squeezed thrown trash cans time department act dictator deprive privileges rights small holder grower speak unfair issues practicing implement agendas ideas interest undermine wellbeing freedom expression speech smallholder growers buffer zone exploitation nbpol exploiting 20 metre buffer zone limit photos shown kumbango plantation beside dagi river bank clearing new replant mighty dagi river caused enormous flooding great land mass devastation erosion due mass deforestations buffer zone exploitations river gone tinny kids everybody crossed river swimming today ankle deep walk across usually live side river river livelihood waste disposal river kumbango plantation workers dumping waste metal junks workshop junks dagi river bank photos shown workshop waste thrown beside roadside 20 metres away dagi river bank bio gas electricity power plant set two 2 bio gas electricity power plants one mosa mill one kumbango mill plants generate enormous supply electricity enough feed whole province surplus plants act step electricity supply electricity commission png rakes pgk millions monthly basis small holder growers left income revenue plant run waste ffb supply dont share us income revenue least must feed electricity supply respective homes well part beneficiaries development photos plants shown exessive deductions placing excessive deductions small ffb income revenue run operation toils watered receive lousy pgk 170 per pay day even though price high world market us dollars lousy pgk 170 equivalent lousy usd50 pricing formulai kindly ask board panel help small holder growers liaise review pricing formula using pay growers review contract agreement contract agreement smallholder growers set place harrisons crossfield australian government early stages development project 1967 policies agreements set place beneficiary gain manipulating colonial mindset benefits ruling masters agreement placed smallholder growers awkward position power say treated slaves government industry even though positive economic input constant economic development country world whole supplying steady tonnage ffb weekly basis sincerely urge board assist us reviewing contract agreement roundtable hoskins growers association opga agreement must satisfactory parties protocols humanitarian wellbeing general humanitarian welfare sustainabilitythis forty eight 48 year hoskins project since 1967 project trained us good growers adhering protocols principles industry prolonged time early days board set place yet taught general practice principles dpi maintain cleanliness blocks homes drinking water custody land title form pay rental fees maintaining boundary pegs maintaining 100 metres buffer zone apply fertilizers like ammonium phosphate ammonium nitrite process harvesting upkeeping selective weeding use chemicals tools policies trespassing unnecessarily blocks given consent owner maintaining friendly peaceful environment things thought return receive higher income enhance stabilize living standards modernize standard hard labor work vain price ffb still lowest rates since started 1967 even went zero rates years back cost living high accumulating prices goods services government gst taxes every goods services high school fees demand accumulating extended families living single block ffb price pay receiving cannot sustain accumulating necessities life tell truth right surviving subsistence gardening little bits reserve land otherwise weve dead preach talk commodity dealing working must sustainable enough meet standards demands every parties involved primary producer commodity must sustained end user must sustained satisfied even cannot savings start spinoff businesses throughout years toil nothing us search optional means ways sustainable income start profitable businesses live run homes proper water sanitation electricity proper health care life insurance cover proper working machineries even cant employ laborers help us manage work load due financial incapabilities heavy jobs done manually using strength pioneering fathers died young sorts body conditions like back problems knee problems eye problems heart kidney failures many undiagnosed ailments high body strain levels stabilize diets even many growers killed falling ffbs branches process harvesting others killed falling stumps poisoned unknowingly working compensation looses lives talk lets come together round table discuss underlying issues beneficiary sustainability us concept,False,2,1,0,1,0,0,0,0.47,0.03,0.35,0.07,0.04,0.05
111,0,0.81,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",complainants agroup small holders independent farmers costa rica allege member palma tica sa breached criterion 1 1 commitment transparency say despite sending lettersent december15 2015 palmatica asking share results audit failed ii allege palma tica sa breached criterion 6 10 growers mills deal fairly transparently smallholder local businesses complaints results form allegations change purchase mechanism ffb last 17 years payment mechanism outdated transparent stated removal discretionary bonus replacement bono solidario bono done transparently address situation purchase price ffb,False,1,1,0,0,0,0,0,0.81,0.01,0.11,0.02,0.02,0.03
76,0,0.83,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",allegation expansion land approximately 150 ha destruction local farm owned kelompok tani penghijauan tingang menteng deny compensation,False,1,1,0,0,0,0,0,0.83,0.01,0.05,0.02,0.07,0.02
197,0,0.55,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",various reports hcv clearances violations ioi subsidiaries ketapang indonesia greenpeace final countdown 9 18,False,1,1,0,0,0,0,0,0.55,0.02,0.2,0.05,0.06,0.12
26,0,0.83,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",allegations formally accepted complaint follows 1 control influence activities ibzi holdings sdn bhd subsidiaries ibzi plantation sdn bhd aa sawit sdn bhd disclosed 2 disclosed total landbank controlled 3 mados holdings sdn bhd conducted land clearing prior hcv assessment approved assessor 4 potential racp liabilities currently extend non compliant land clearing hcvs hcs conducted related entities land clearing within related entities concessions conducted prior hcv assessment approved assessor and5 stated primary beneficial owner madoss holdings sdn bhd sultan state malaysia using third party proxy nadi mesra sdn bhd develop plantations hcv assessments conducted prior land clearing,False,1,1,0,0,0,0,0,0.83,0.01,0.09,0.02,0.02,0.03
2,0,0.8,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",1 owns operates plantations conflicted contested rural lands montes de maria 2 diminished legal customary user rights region montes de mara fpic local communities 3 failed fulfil commitments ensure transparency providing necessary information interested parties 4 failed fulfil commitments use peaceful dispute resolution mechanisms instigate violence protect human rights defenders prevent reprisals 5 conducted non compliant land clearing resulted damage high conservation value hcv areas freshwater ecosystems region,False,1,1,0,0,0,0,0,0.8,0.01,0.11,0.03,0.02,0.02
51,0,0.92,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",following initial diagnosis process allegations accepted complaint follows 1 commenced process request water concession corpamag autonomous corporation magdalena asked technical reports facilitate aforementioned request however filed request directly corpamag sending 2 followed request technical complete 2nd step corpamag insisted sending technical directly corpamag refused due lack trust upon receiving reviewing intentionally omitted draw water canal favors neighboring crop 3 disagreements plantation boundaries complainants ex husbands plantation land dispute alerted issue receive response take action resolve land dispute even informed 4 harassed intimidated sought explanation resolution,False,1,1,0,0,0,0,0,0.92,0.0,0.04,0.01,0.01,0.01
88,0,0.9,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",allegations land clearing outside hgu operated communitys land compensation 6 505 42 ha operated appropriate permit,False,1,1,0,0,0,0,0,0.9,0.01,0.03,0.01,0.04,0.01
167,0,0.91,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",land conflict ioi certification process new certifications suspended 1 4 11 parties agreed mediation mediator engaged dispute settlement facility mediation process stage 1 began september 2011 going note stage 1 conflict assessment agreement participate mediation stage would map dispute identifying parties participate mediation establish primary agenda issues require resolution would seek commitment key parties enter mediation establish agreement mediation team updates case found dsf,False,1,1,0,0,0,0,0,0.91,0.01,0.04,0.01,0.02,0.02
97,0,0.76,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",brought forward issue fraudulent land title claimed land fraudulently sold cousin agro muara rupit subsidiary sipef,False,1,1,0,0,0,0,0,0.76,0.02,0.09,0.03,0.07,0.03
298,0,0.38,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",june 15th 2021 forest peoples programme pusaka tuk indonesia walhi published titled demanding accountability listing case studies human rights abuses involving 10 operating indonesia,False,2,1,0,1,0,0,0,0.38,0.07,0.3,0.13,0.07,0.06
11,0,0.82,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",allegations revolve around land issues evicted agricultural land elements intimidation local authorities process resolving disagreements aforementioned land dispute destroyed irrigation built government,False,1,1,0,0,0,0,0,0.82,0.01,0.08,0.03,0.05,0.02
171,0,0.55,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",fpp complaint alleging breaches principles criteria gar including hcv fpic smallholder schemes indonesian law kartika prima cipta kpc west kalimantan,False,1,1,0,0,0,0,0,0.55,0.02,0.22,0.04,0.05,0.11
172,0,0.91,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",grievances related land agreements smallholder schemes reduction environmental values social conflicts pts amnl bnm cng kgp,False,1,1,0,0,0,0,0,0.91,0.01,0.05,0.01,0.02,0.01
30,0,0.61,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",1 complainants conducted land expansion 167 hectares imbo putui customary forest 2 complainants respondents used operational truck passing customary forest disturbing noise dust pollution disturbing growth trees along road cutting animal paths bear deer pangolin snake monitor lizard monkey cutting water paths 3 complainants action planting riverbank even middle river changed waterway planted former river stockpiled 4 complainants taking responsibility social economic ecological damage occurred imbo putui customary forest petapahan village 5 complainants changed natural shape rivers made straight 6 complainants destroying downstream river ecosystem imbo putui customary forest fertilizers pesticides and7 complainants claimed imbo putui customary forest conservation area hcv,False,1,1,0,0,0,0,0,0.61,0.02,0.25,0.04,0.03,0.04
89,0,0.67,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",allegations lack transparency plasma scheme locations tapang tingang village dan kiungkang village sanggau west kalimantan,False,1,1,0,0,0,0,0,0.67,0.02,0.13,0.03,0.08,0.07
136,0,0.82,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",acquisition collingwood plantation pte ltd kuala lumpur kepong bhdis breach national laws papua new guinea land question property collingwood bay communities claiming customary ownership said land,False,1,1,0,0,0,0,0,0.82,0.01,0.07,0.02,0.05,0.02
269,0,0.77,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",ran wrote number allegations nafasindo related land conflict local communities,False,1,1,0,0,0,0,0,0.77,0.02,0.09,0.03,0.07,0.03
84,0,0.81,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",allegation commenced planting activities proper consent local asam besar west kalimantan,False,1,1,0,0,0,0,0,0.81,0.01,0.12,0.02,0.02,0.02
115,0,0.58,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",extractora la gloria sas planting former hacienda bellacruz today hacienda la gloria occupies 9 000 hectares municipalities la gloria pelaya tamalameque southern cesar department following rules comply following principles principle 1 1 given provide clear sufficient information regarding business principle 2 1 business declared colombian authorities crops planted environmental management plan forest reserve goes national business environmental regulations principle 2 2 property ownership claims areas extractora la gloria grows majority crops called question national international judicial bodies farming communities demanded formalization customary land rights violently denied paramilitary groups principle 2 3 business operations recognized rights farmers displacement victims contravention businesses duty guarantee free prior informed consent regarding land use principle 4 4 installing processing crops extractora la gloria affected cao alonso forest reserve buffer zone singarar el carmen simaa streams principle 5 2 avoided damaging cao alonso forest reserve buffer zone specially protected habitat installing crops reserves environmental buffer zone principle 6 4 neglected claimants despite fact affected business activities refused create negotiation platforms principle 6 13 benefited grave human rights violations vulnerable farmers forcefully displaced illegal armed actors publicly rejected threats intimidations claimants even requested constitutional court lift cautionary measures protecting victims,False,1,1,0,0,0,0,0,0.58,0.03,0.26,0.05,0.04,0.04
160,0,0.81,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",complaint made sabah mills including mills owned member host plantations mills operating sabah complaint aimed extensive use calcium carbonate plantations alkalinisation acidic soil process splitting kernels extract seed calcium carbonate sourced sea demanded plantation process obtaining calcium carbonate triggered destruction corals turn results environmental degradation sea beds coast sabah,False,1,1,0,0,0,0,0,0.81,0.01,0.11,0.02,0.02,0.03
42,0,0.58,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",complaint lodged result comments given respondents npp consultation resolved allegations withheld two important documents made available stakeholders principle transparency documents original draft 2011 hcv assessment respondents legal review commissioned secretariat,False,1,1,0,0,0,0,0,0.58,0.02,0.23,0.04,0.04,0.09
112,0,0.55,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",allegations deforestation caused floods sima village irregularities including development environmental impact assessment land grabbing destroying sacred place dusun sagu indigenous people yerisiam failure following proper fpic process excessive use force violence using state security forces,False,1,1,0,0,0,0,0,0.55,0.04,0.25,0.07,0.05,0.04
361,0,0.51,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",land conflict artha prigel subsidiary bukit barisan indah prima resulted death two members,False,1,1,0,0,0,0,0,0.51,0.05,0.2,0.09,0.1,0.05
25,0,0.61,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",cleared high conservation value hcv areas one subsidiaries farinda bersaudara fdb tsh resources berhad submitted self declaration secretariat declare liability unintentional clearing hcv areas fdb undertake responsibility liability secretariat responded initiating independent ground verification conducted independent assessors pramitama bayu saputro nurul iman suansa july 2021 verify self declaration made,False,1,1,0,0,0,0,0,0.61,0.02,0.17,0.04,0.07,0.09
164,0,0.95,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",taken possession native customary land consent owners therefore trespassing said lands wants return land acknowledged complaint indicated ready engage complainants bilateral negotiations response received despite many efforts contact enter dialogue ijm final email sent 11 jan 2012 seek response documentary evidence avail case closed 13 4 2012 due lack evidence response complainants,False,1,1,0,0,0,0,0,0.95,0.0,0.02,0.01,0.01,0.01
28,0,0.96,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",amongst allegations fact identified follows forced members give rights land developed plantation thepromises made fulfilled around 2015 carried replanting deep peat areas area 4 000 ha coordination sungai enau village government head farmers respond communitys dispute despite communitys request meet resolve issues raised continues source produce land involving police police sent forced ordered workers continue harvesting argument police one police officers kicked individual recording video situation absent socialisation meeting relevant stakeholder officials despite invited sungai enau village government,False,1,1,0,0,0,0,0,0.96,0.0,0.01,0.0,0.01,0.0
122,0,0.56,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",violates standard potentially indonesian law key violation consultation communities take place described npp documents affected communities participate hcv assessment seia hcv assessment technically flawed fpic process place amdal process carried accordance law sml yet obtained permits prerequisite land clearing,False,1,1,0,0,0,0,0,0.56,0.02,0.24,0.04,0.05,0.09
219,0,0.76,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",ivo mas tunggal imt operating land compensation,False,1,1,0,0,0,0,0,0.76,0.01,0.06,0.02,0.11,0.03
86,0,0.62,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",breached plasma scheme arrangement based plasma agreement 1997 perform necessary land certificate arrangement share profit sales ffb starting 2002 2014 allegation embezzled funds process land certification approximately 100 ha,False,1,1,0,0,0,0,0,0.62,0.02,0.13,0.04,0.11,0.08
341,0,0.58,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",glp yet fulfill commitment allocate plasma land,False,1,1,0,0,0,0,0,0.58,0.03,0.13,0.04,0.13,0.09
13,0,0.6,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",allegation pertaining plasma allocation ratio 80 20 based plasma agreement affected parties received 20 share revenue generated plasma land since 2010 till date,False,1,1,0,0,0,0,0,0.6,0.02,0.13,0.04,0.12,0.09
154,0,0.49,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",golden veroleum liberia provided public notification 30 day consistent new planting procedures ii commenced land preparation new planting infrastructure developmentprior expiry minimum 30 day iii conducted comprehensive participatory independent social environmental impact assessment area concerned incorporate results relevant action plans see criteria 5 1 6 1 7 1 7 4 including identification primary forest b area required maintain c enhance one high conservation values hcvs local peoples land iv clearing land free prior informed consent customary land owners represented representative organizations choice p c 2 2 2 3 7 5 7 6 complaints panel panel reviewed evidence preliminary findings panel issue related butaw refer cp decision september 2015 closed monitoring status,False,2,1,0,1,0,0,0,0.49,0.02,0.37,0.05,0.03,0.05
153,0,0.89,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",borneo surya mining jaya begun clearing land carrying new planting procedure ii acquired cleared local peoples land free prior informedconsent p c 2 2 2 3 7 5 7 6 iii failed negotiate compensate local people expropriation land p c 7 6,False,1,1,0,0,0,0,0,0.89,0.01,0.06,0.01,0.01,0.01
103,0,0.81,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",1 land claim 1 member nanga suhaid mr saudi 2 land compensation claim 1 member nanga suhaid h kutai 3 water pollution kapuas river affecting fish farmers business production 4 conflict residents village head tanjung regarding water quality 5 conflict residents village head emperiang regarding land acquisition process,False,1,1,0,0,0,0,0,0.81,0.01,0.06,0.02,0.06,0.03
44,0,0.74,"land, communities, hcv, complainants, local, complaint, customary, allegations, process, clearing",acquired land develop ghana destroyed farmers rubber plantation willing pay damages caused rubber farmers still cutting rubber farms plant remaining uncultivated lands taken respondents project shown interest resolving issues despite several complaints made complainants,False,1,1,0,0,0,0,0,0.74,0.02,0.11,0.04,0.06,0.03
100,1,0.64,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",issued chain reaction informed fact fgv kalimantans concession cleared 1600 ha peat forest 25april 2017 secretariat meeting fgv claimed planted less 100 ha shallow depth,False,1,0,1,0,0,0,0,0.03,0.64,0.06,0.23,0.02,0.02
325,1,0.44,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",may 2022 ran satellite evidence shows cemerlang abadi resumed clearance forests peatland areas since september last year 2021 deforestation persisted least february 2022 24 acres secondary forests cleared make way plantation according significant area land cleared appears secondary young regenerating forests regrowth forests 24 acres secondary forests cleared well 740 acres young regenerating forests aug 2022 ran published another ca social issues conflict,False,2,0,1,0,1,0,0,0.03,0.44,0.06,0.43,0.01,0.02
238,1,0.95,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 14 jan 9 feb total area 62 ha forest cleared prakarsa tani sejati pts concession west kalimantan,False,1,0,1,0,0,0,0,0.0,0.95,0.01,0.03,0.0,0.0
29,1,0.94,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mados holdings sdn bhd conducted land clearing prior hcv assessment approved assessor provides following information according gis data published global forest watch 291 ha identified tree cover loss within 6 madoss holdings sdn bhd estates 2016 2017 prior ratification p c 2018 according gis data published global forest watch 230 ha identified tree cover loss within 6 madoss holding sdn bhd estates 2018 ratification p c 2018,False,1,0,1,0,0,0,0,0.0,0.94,0.01,0.04,0.0,0.0
249,1,0.9,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response indication deforestation inside shp concession total 35 ha may 27 aug 24,False,1,0,1,0,0,0,0,0.01,0.9,0.02,0.06,0.0,0.01
386,1,0.43,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",clearance potential high carbon stock hcs forest kencana agri potential forest clearance impacts biodiversity,False,2,0,1,0,1,0,0,0.07,0.43,0.11,0.32,0.03,0.04
210,1,0.47,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",gar found indication deforestation internal monitoring process mip part widya corp east kalimantan later mighty earth rapid response reports brought issue,False,2,0,1,0,1,0,0,0.02,0.47,0.04,0.44,0.01,0.02
258,1,0.68,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 21 indications 3 ha deforestation 122 ha peat development 30 ha clearance preparation indications april 22 sep 23 concession mjap,False,1,0,1,0,0,0,0,0.03,0.68,0.05,0.21,0.01,0.02
224,1,0.36,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",allegations forest clearance impact biodiversity leuser ecosystem,False,2,0,1,0,1,0,0,0.08,0.36,0.13,0.35,0.04,0.04
301,1,0.86,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 34 november may 2021 total 34 hectares forest cleared brahma binabakti concession,False,1,0,1,0,0,0,0,0.01,0.86,0.02,0.08,0.01,0.01
328,1,0.97,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",late sep 2022 crr published titled top ten deforesters clear 8 100 hectares concessions 1h 2022 significant increase versus 2021 sawit rokan semesta cleared 600 ha forest first half 2022 riau sumatra according crr srs owned widjaja family north sumatra family associated sewangi,False,1,0,1,0,0,0,0,0.0,0.97,0.0,0.02,0.0,0.0
254,1,0.97,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth indications 18 ha deforestation ptpn 2 kebun prafi concession papua 15 mar 6 may,False,1,0,1,0,0,0,0,0.0,0.97,0.0,0.02,0.0,0.0
203,1,0.56,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",peatland violations clearance tunas baru lampung tbl,False,1,0,1,0,0,0,0,0.04,0.56,0.07,0.29,0.02,0.03
273,1,0.86,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 23 indications 16 ha deforestation sanjung makmur bulungan october 15 november 14 indications 44 ha deforestation sanjung makmur tana tidung november 15 decemebr 6,False,1,0,1,0,0,0,0,0.01,0.86,0.02,0.1,0.0,0.01
152,1,0.42,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",synopsis according hutan bumi langgeng perdanatrada subsidiary bw plantation recently started operation expand plantation onto peatland forest areas clearing clarify high conservation forests hcvfs digging canals peatlands drainage encroached tanjung putting national park,False,2,0,1,0,1,0,0,0.05,0.42,0.09,0.4,0.02,0.03
242,1,0.99,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 17 indications deforestation asml concession east kalimantan feb 28 june 28 involving total area 34 ha,False,1,0,1,0,0,0,0,0.0,0.99,0.0,0.01,0.0,0.0
305,1,0.9,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rrr 37 satellite imagery see shows may sept 2021 total 8 5 hectares forest hcs cleared kencana alam permai concession,False,1,0,1,0,0,0,0,0.01,0.9,0.02,0.07,0.0,0.01
291,1,0.88,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",rapid response 32 mighty earth 267 ha deforestation agro mutiara rupit sipef mighty earth stated appears sipef proceeded development agro muara rupit hcv hcsa assessment completed mighty earth stated according hcsa website assessments completed agro muara rupit amp ii iii amp iv estates listed either peer reviewed completed peer review process hence appears sipef gone ahead new land development agro muara rupit submitting review waiting final hcv hcs areas determined,False,1,0,1,0,0,0,0,0.01,0.88,0.02,0.08,0.0,0.01
257,1,0.9,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response indications 21 ha deforestation bsl concession feb 7 june 14,False,1,0,1,0,0,0,0,0.01,0.9,0.01,0.06,0.0,0.01
264,1,0.82,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 22 indications 109 ha deforestation inside arrtu energie resources concession jul 14 nov 13 earlier greenpeace burning house fire incidents aer,False,1,0,1,0,0,0,0,0.01,0.82,0.03,0.12,0.01,0.01
380,1,0.43,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",clearance potential high carbon stock hcs forest peat orangutan habitat genting potential forest clearance impacts biodiversity,False,2,0,1,0,1,0,0,0.07,0.43,0.11,0.33,0.03,0.04
236,1,0.51,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",gar internal monitoring detected indications land clearing hcs clearance dwiwira lestari jaya east kalimantan q3 2018 first lamandau timber international central kalimantan q1 2018 triputra agro persada tap gar supplier later late january mighty earth deforestation dlj nov 2018 january rapid response 12,False,1,0,1,0,0,0,0,0.02,0.51,0.04,0.41,0.01,0.02
259,1,0.87,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 21 indications 79 ha deforestation feb 25 sep 6,False,1,0,1,0,0,0,0,0.01,0.87,0.02,0.09,0.0,0.01
